Query,Results,Title,Type,CreateDate
The Cost of Revolution: How the Cultural Revolution Divided China,26104,rethinkingthegreenrevolutioninsouthchinatechnologicalmaterialitiesandhumanenvironmentrelations,article,2011
The Cost of Revolution: How the Cultural Revolution Divided China,26104,twoculturalrevolutionsglobalisationandmao,article,2010
Nuclear Power and Changing Perspectives,92446,iransnuclearambitionsfromahistoricalperspectiveandtheattitudeofthewest,article,2007
Nuclear Power and Changing Perspectives,92446,speakinguntruthtopowerconspiracymentalityasageneralisedpoliticalattitude,article,2014
Nuclear Power and Changing Perspectives,92446,betweenaidandrestrictionthesovietunionschangingpoliciesonchinasnuclearweaponsprogram19541960,article,2012
Nuclear Power and Changing Perspectives,92446,radiobiologyintheatomicagechangingresearchpracticesandpoliciesincomparativeperspective,article,2006
Nuclear Power and Changing Perspectives,92446,nuclearpoweranduraniumminingcurrentglobalperspectivesandemergingpublichealthrisks,article,2019
Nuclear Power and Changing Perspectives,92446,applicationoftheconceptofarenewableenergybasedpolygenerationsystemforsustainablethermaldesalinationprocessathermodynamicsperspective,article,2020
Nuclear Power and Changing Perspectives,92446,doestheuseofnuclearpowerleadtolowerelectricitypricesananalysisofthedebateingermanywithaninternationalperspective,article,2012
Nuclear Power and Changing Perspectives,92446,changingthesystemculturemobilizingthesocialsciencesintheswedishnuclearwastesystem,article,2021
Nuclear Power and Changing Perspectives,92446,changingideasaboutnaturalresourcestouristsperspectivesonthewildernessandpowerproductioniniceland,article,2016
Nuclear Power and Changing Perspectives,92446,nuclearpowerthefamilyindecolonialperspectiveandprofamilypoliticsinafrica,article,2017
Nuclear Power and Changing Perspectives,92446,therevivalofnuclearcompetitioninanalteredgeopoliticalcontextachineseperspective,article,2020
Nuclear Power and Changing Perspectives,92446,changingdynamicsofthenuclearenergypolicymakingprocessinjapan,article,2021
Nuclear Power and Changing Perspectives,92446,aproductiveclashofperspectivestheinterplaybetweenarticlesandauthorsperspectivesandtheirimpactonwikipediaeditsinacontroversialdomain,article,2017
Nuclear Power and Changing Perspectives,92446,literaryimplicationsofreligiousperspectivesonthenuclearinusfictionfrankbergonsthetemptationsofstedbrothers,article,2020
Nuclear Power and Changing Perspectives,92446,assessmentofenergytransitionpolicyintaiwanaviewofsustainabledevelopmentperspectives,article,2021
Nuclear Power and Changing Perspectives,92446,nuclearpowerdevelopmentinchinaaftertherestartofnewnuclearconstructionandapprovalasystemdynamicsanalysis,article,2016
Nuclear Power and Changing Perspectives,92446,anewgenerationofaiareviewandperspectiveonmachinelearningtechnologiesappliedtosmartenergyandelectricpowersystems,article,2019
Nuclear Power and Changing Perspectives,92446,perspectivesandproblemsofusingrenewableenergysourcesandimplementationoflocalgreeninitiativesaregionalassessment,article,2021
Nuclear Power and Changing Perspectives,92446,internationalperspectives,article,2019
Nuclear Power and Changing Perspectives,92446,crossinganapparentchasmbridgingmindfulandlessmindfulperspectivesonorganizationallearning,article,2006
Nuclear Power and Changing Perspectives,92446,thepuzzleoftrustingrelationshipsinthenuclearnonproliferationtreaty,article,2010
Nuclear Power and Changing Perspectives,92446,diversityofconcernsinrecoveryafteranuclearaccidentaperspectivefromfukushima,article,2018
Nuclear Power and Changing Perspectives,92446,ahumansecurityperspectiveofsouthkoreascivilnuclearpower,article,2017
Nuclear Power and Changing Perspectives,92446,ahumansecurityperspectiveofsouthkoreascivilnuclearpower,article,2017
Nuclear Power and Changing Perspectives,92446,twentyfirstcenturyusnuclearpoweranationalsecurityimperative,article,2020
Nuclear Power and Changing Perspectives,92446,isinternationalleadershipchanginghandsordisappearingchinaandtheusaincomparativeperspective,article,2019
Nuclear Power and Changing Perspectives,92446,theincumbentsconservationstrategiesinthegermanenergyregimeasanimpedimenttoremunicipalizationananalysisguidedbythemultilevelperspective,article,2017
Nuclear Power and Changing Perspectives,92446,exploringtheoptimumproactivedefensestrategyforthepowersystemsfromanattackperspective,article,2021
Nuclear Power and Changing Perspectives,92446,newperspectivesonfuelcelltechnologyabriefreview,article,2020
Nuclear Power and Changing Perspectives,92446,institutionalizationofcorporatesocialresponsibilitywithincorporatecommunicationscombininginstitutionalsensemakingandcommunicationperspectives,article,2010
Nuclear Power and Changing Perspectives,92446,waterdropleterosionofwindturbinebladesmechanicstestingmodelingandfutureperspectives,article,2020
Nuclear Power and Changing Perspectives,92446,evolvingsocietalrisksandnecessaryprecautionsintheageofnuclearpowerandtherapeuticradiationanamericanperspective,article,2014
Nuclear Power and Changing Perspectives,92446,whydojuncturesbecomecriticalpoliticaldiscourseagencyandjointbeliefshiftsincomparativeperspective,article,2020
Nuclear Power and Changing Perspectives,92446,thechangingdynamicsoftwentyfirstcenturyspacepower,article,2019
Nuclear Power and Changing Perspectives,92446,reconstructingthelinearnothresholdmodelinjapanahistoricalperspectiveonthetechnicsofevaluatingradiationexposure,article,2017
Nuclear Power and Changing Perspectives,92446,solarprosumersinthegermanenergytransitionamultilevelperspectiveanalysisofthegermanmieterstrommodel,article,2021
Nuclear Power and Changing Perspectives,92446,ionizingradiationandhumanhealthreviewingmodelsofexposureandmechanismsofcellulardamageanepigeneticperspective,article,2018
Nuclear Power and Changing Perspectives,92446,sourcesofdisasteraroundtablediscussiononnewepistemicperspectivesinpost311japan,article,2021
Nuclear Power and Changing Perspectives,92446,climatechangechangingmeansandchangingextremes,article,2013
Nuclear Power and Changing Perspectives,92446,investigatingaretrofitthermalpowerplantfromasustainableenvironmentperspectiveafuellifecycleassessmentcasestudy,article,2022
Nuclear Power and Changing Perspectives,92446,rethinkingrenewableenergytargetsandelectricitysectorreforminindonesiaaprivatesectorperspective,article,2019
Nuclear Power and Changing Perspectives,92446,prospectsfornuclearpower,article,2012
Nuclear Power and Changing Perspectives,92446,sensitivityofprobablemaximumfloodinachangingenvironment,article,2018
Nuclear Power and Changing Perspectives,92446,avoidingvotelossbychangingpolicypositionsthefukushimadisasterpartyresponsesandthegermanelectorate,article,2017
Nuclear Power and Changing Perspectives,92446,waterenergyandfoodsupplysecurityinthegulfcooperationcouncilgcccountriesariskperspective,article,2019
Nuclear Power and Changing Perspectives,92446,talkingtowhomthechangingaudienceofnorthkoreannucleartests,article,2017
Nuclear Power and Changing Perspectives,92446,sustainablebuildingpoliciesincentraleuropeinsightsandfutureperspectives,article,2022
Nuclear Power and Changing Perspectives,92446,disasternewsframingandframechangingincoverageofmajorusnaturaldisasters20002010,article,2012
Nuclear Power and Changing Perspectives,92446,libyasnuclearturnaroundperspectivesfromtripoli,article,2008
Nuclear Power and Changing Perspectives,92446,thelithuanianreferendumonextendingtheworkingoftheignalinanuclearpowerstationtherationalityofactorswithinunchangingstructures,article,2012
Thought and the Greater Coalition: Drama and Democracy,3309,srilanka2018theunfinisheddramaofanislandstatedemocracy,article,2018
Thought and the Greater Coalition: Drama and Democracy,3309,larransfilmnoanditsinspirationelplebiscitochilestransitiontodemocracyasasimulacrum,article,2015
Thought and the Greater Coalition: Drama and Democracy,3309,theuseofforceinbritishforeignpolicyfromnewlabourtothecoalition,article,2013
Thought and the Greater Coalition: Drama and Democracy,3309,coalitionterminationandthestrategictimingofparliamentaryelections,article,1995
Thought and the Greater Coalition: Drama and Democracy,3309,constitutionalcourtsasdemocraticconsolidatorsinsightsfromsouthafricaafter20years,article,2016
Thought and the Greater Coalition: Drama and Democracy,3309,reimaginingfugitivedemocracyandtransformativesanctuarywithblackfrontlinecommunitiesintheundergroundrailroad,article,2019
Thought and the Greater Coalition: Drama and Democracy,3309,thepoliticsofminimalconsensusinterethnicoppositioncoalitionsinpostcommunistromania199096andslovakia199098,article,2008
Thought and the Greater Coalition: Drama and Democracy,3309,britishpoliticsandcinemashistoricaldramas19291938,article,2013
Thought and the Greater Coalition: Drama and Democracy,3309,settingthestageadramaturgyofpolicydeliberation,article,2005
Thought and the Greater Coalition: Drama and Democracy,3309,malaysiaselectoralupheaval,article,2009
Thought and the Greater Coalition: Drama and Democracy,3309,stagingthedemocraticdeficitorthreeusesoftheinterview,article,2015
Thought and the Greater Coalition: Drama and Democracy,3309,thespoileddramaofemancipationconflictingnarratives,article,2009
Thought and the Greater Coalition: Drama and Democracy,3309,oneactinanunfinisheddrama,article,2005
Thought and the Greater Coalition: Drama and Democracy,3309,mediaculturalconsumptionandsupportfordemocracyinpostrevolutionaryegypt,article,2016
Thought and the Greater Coalition: Drama and Democracy,3309,tocquevillereligionanddemocracyinamericasomeessentialquestions,article,2014
Thought and the Greater Coalition: Drama and Democracy,3309,whenitsgoneitsgonethepoliticsofthesavemeadowbankstadiumcampaign,article,2013
Thought and the Greater Coalition: Drama and Democracy,3309,southkoreaswatergatemomenthowamediacoalitionbroughtdowntheparkgeunhyegovernment,article,2021
Thought and the Greater Coalition: Drama and Democracy,3309,thebarrosodramaallroadsleadtorome,article,2005
Thought and the Greater Coalition: Drama and Democracy,3309,bureaucracyanddemocracy,article,2010
Thought and the Greater Coalition: Drama and Democracy,3309,civilityempathydemocracyandmemoryexploringtheweincompromisedtimes,article,2018
Thought and the Greater Coalition: Drama and Democracy,3309,eurozonegovernancefromthegreekdramaof2015tothefivepresidentsreport,article,2016
Thought and the Greater Coalition: Drama and Democracy,3309,literacyanddemocracy,article,2018
Thought and the Greater Coalition: Drama and Democracy,3309,thelimitsoflowtaxsocialdemocracywelfaretaxandfiscaldilemmasforlaboringovernment,article,2013
Thought and the Greater Coalition: Drama and Democracy,3309,coalitionozstyle,article,2010
Thought and the Greater Coalition: Drama and Democracy,3309,immobilizingmobilityborderethnographyilliberaldemocracyandthepoliticsoftherefugeecrisisinhungary,article,2016
Thought and the Greater Coalition: Drama and Democracy,3309,performingeuropeidentityformationforaneweurope,article,2001
Thought and the Greater Coalition: Drama and Democracy,3309,theprovinceselectgovernmentsbangkokoverthrowsthemurbanityclassandpostdemocracyinthailand,article,2010
Thought and the Greater Coalition: Drama and Democracy,3309,montenegroademocracywithoutalternations,article,2016
Thought and the Greater Coalition: Drama and Democracy,3309,jacquesderridaslanguagebinladenonthetelephone,article,2006
Thought and the Greater Coalition: Drama and Democracy,3309,deusvultjohnlosullivanmanifestdestinyandamericandemocraticmessianism,article,2012
Thought and the Greater Coalition: Drama and Democracy,3309,presidentialsurvivalinsouthamericarethinkingtheroleofdemocracy,article,2017
Thought and the Greater Coalition: Drama and Democracy,3309,mediatizationofpoliticsachallengefordemocracy,article,1999
Thought and the Greater Coalition: Drama and Democracy,3309,devolveddemocracyfederalismandthepartypoliticsofthelateantebellumnorth,article,2019
Thought and the Greater Coalition: Drama and Democracy,3309,introductionsocialdemocracyinthe21stcentury,article,2021
Thought and the Greater Coalition: Drama and Democracy,3309,democracyaccountabilityandauditthecreationoftheuknaoasadefenceofliberty,article,2022
Thought and the Greater Coalition: Drama and Democracy,3309,partydemocracyanditsenemiesitaly19451992,article,2019
Thought and the Greater Coalition: Drama and Democracy,3309,democracywithoutsolidaritypoliticaldysfunctioninhardtimesintroductiontospecialissue,article,2017
Thought and the Greater Coalition: Drama and Democracy,3309,democracyandneoliberalisminartssocialturnandrogerhiornssseizure,article,2011
Thought and the Greater Coalition: Drama and Democracy,3309,practicesofhopecarenarrativeandculturaldemocracy,article,2021
Thought and the Greater Coalition: Drama and Democracy,3309,europeanlaborpoliticalandideologicalcrisisinanincreasinglymoreauthoritarianeuropeanunion,article,2014
Thought and the Greater Coalition: Drama and Democracy,3309,agreatleapforwardfordemocracyandtheruleoflawbrazilsmensalotrial,article,2016
Thought and the Greater Coalition: Drama and Democracy,3309,4whyisdemocracysosurprising,article,2019
Thought and the Greater Coalition: Drama and Democracy,3309,politicalpartiesinacriticalera,article,1999
Thought and the Greater Coalition: Drama and Democracy,3309,theeufromcrisistocrisispostpolanyianquestionsforsocialdemocracy,article,2020
Thought and the Greater Coalition: Drama and Democracy,3309,choosingautocracyactorsinstitutionsandrevolutionintheerosionofrussiandemocracy,article,2018
