paper_number,paper_title,bib_citation,source_title,searchit_yes_no,searchit_format,Column,Column2,Column3,Column4
387,Back to the Future: Electric Automobiles and Their Belated Success,"Segrave, Kerry. The Electric Car in America, 1890-1922: a Social History. Jefferson, NC: McFarland & Company, Inc., Publishers, 2019.",theelectriccarinamerica18901922asocialhistory,Yes,Ebook,,,,
391,The Soleimani Assassination and the Revolution,"Abrahamian, Ervand. A History of Modern Iran. Cambridge: Cambridge University Press, 2008.https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_askewsholts_vlebooks_9781107385795https://ntserver1.wsulibs.wsu.edu:2171/lib/wsu/reader.action?docID=352961",ahistoryofmoderniran,Yes,Ebook,,,,
391,The Soleimani Assassination and the Revolution,"“Bitter Rivals: Saudi Arabia and Iran- Part One”. PBS: Frontline, February 20, 2018, https://www.pbs.org/wgbh/frontline/film/bitter-rivals-iran-and-saudi-arabia/#video-1",bitterrivalssaudiarabiaandiranpartone,Yes,Evideo,,,,
391,The Soleimani Assassination and the Revolution,George-Dian Balan. “The Latest United States Sanctions Against Iran.” Journal of Conflict & Security Law 18 (2013): 365 93. https://ntserver1.wsulibs.wsu.edu:2291/jcsl/article/18/3/365/864872,thelatestunitedstatessanctionsagainstiran,Yes,Article,,,,
391,The Soleimani Assassination and the Revolution,"Margolis, Eric S. “Trump Shoots the U.S. in the Foot Over Iran.” Washington Report on Middle East Affairs 36,7 (November 2017): 8–9. https://ntserver1.wsulibs.wsu.edu:2148/login.aspx?direct=true&db=mth&AN=126106796&site=ehost-live.",trumpshootstheusinthefootoveriran,Yes,Article,,,,
391,The Soleimani Assassination and the Revolution,“U.S. Drone Strike in Iraq Kills Iranian Military Leader Qasem Soleimani.” The American Journal of International Law 114 (2020): 313–23. https://doi.org/10.1017/ajil.2020.15,usdronestrikeiniraqkillsiranianmilitaryleaderqasemsoleimani,Yes,Article,,,,
391,The Soleimani Assassination and the Revolution,"Zabir, Sepehr. Iran since the Revolution. Florence: Taylor & Francis Group, 2011. https://ntserver1.wsulibs.wsu.edu:2171/lib/wsu/reader.action?docID=801934&ppg=1 ",iransincetherevolution,Yes,Ebook,,,,
393,Mongol invasions of Vietnam and how they affect the current state of South East Asia,"Kiernan, Ben. Vie??t Nam?: A History from Earliest Times to the Present. New York City: Oxford University Press, 2017.",vietnamahistoryfromearliesttimestothepresent,Yes,Print Book,,,,
393,Mongol invasions of Vietnam and how they affect the current state of South East Asia,"Tana, Li. ""Towards an Environmental History of the Eastern Red River Delta, Vietnam, C.900-1400."" Journal of Southeast Asian Studies 45, no. 3 (2014): 315-37. Accessed February 3, 2021. http://www.jstor.org/stable/43863099.",towardsanenvironmentalhistoryoftheeasternredriverdeltavietnamc9001400,Yes,Article,,,,
395,"Agent Orange, a nightmare that still haunted Vietnam since 1961","Martini, Edwin A. Agent Orange. Amherst: University of Massachusetts Press, 2012. https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_proquest_ebookcentral_EBC4533143 ",agentorange,Yes,Ebook,,,,
395,"Agent Orange, a nightmare that still haunted Vietnam since 1961","MacPherson, Myra. Long Time Passing, New Edition: Vietnam and the Haunted Generation. Bloomington; Indianapolis: Indiana University Press, 2001. http://www.jstor.org/stable/j.ctt20061d0. ",longtimepassingneweditionvietnamandthehauntedgeneration,Yes,Print Book,,,,
395,"Agent Orange, a nightmare that still haunted Vietnam since 1961","Palmer, Michael G. “The Case of Agent Orange.” Contemporary Southeast Asia 29, no. 1 (2007): 172–95. https://doi.org/10.1355/CS29-1H.",thecaseofagentorange,Yes,Article,,,,
214,The Economic Case for Educating Girls in Nigeria and Pakistan,"Human Rights Watch. 2018. “‘Shall I Feed My Daughter, or Educate Her?’ | Barriers to Girls’ Education in Pakistan.” Human Rights Watch. November 13, 2018. https://www.hrw.org/report/2018/11/12/shall-i-feed-my-daughter-or-educate-her/barriers-girls-education-pakistan. ",shallifeedmydaughteroreducateherbarrierstogirlseducationinpakistan,Yes,Print Book,,,,
214,The Economic Case for Educating Girls in Nigeria and Pakistan,"Khan, Noor Hashim, Yanbing Ju, and Syed Tauseef Hassan. 2018. “Modeling the Impact of Economic Growth and Terrorism on the Human Development Index: Collecting Evidence from Pakistan.” Environmental Science and Pollution Research 25 (34): 34661–73. https://doi.org/10.1007/s11356-018-3275-5. ",modelingtheimpactofeconomicgrowthandterrorismonthehumandevelopmentindexcollectingevidencefrompakistan,Yes,Article,,,,
214,The Economic Case for Educating Girls in Nigeria and Pakistan,"Khan, Sana. Women and State Laws and Policies in Pakistan: The Early Phase 1947-77, Proceedings of the Indian History Congress 74 (2013): 726-33. http://www.jstor.org/stable/44158876.",womenandstatelawsandpoliciesinpakistantheearlyphase194777,Yes,Article,,,,
214,The Economic Case for Educating Girls in Nigeria and Pakistan,"Kristof, Nicholas, What's so Scary about Smart Girls?: Commentary. New York Times, May 11, 2014, Late Edition (East Coast). https://ntserver1.wsulibs.wsu.edu:2152/newspapers/whats-so-scary-about-smart-girls/docview/1522996288/se-2?accountid=14902. ",whatssoscaryaboutsmartgirlscommentary,Yes,Newspaper Article,,,,
214,The Economic Case for Educating Girls in Nigeria and Pakistan,"Mujtaba, timid, and Reiss, Michael J. 2015. “The Millennium Development Goals Agenda: Constraints of Culture, Economy, and Empowerment in Influencing the Social Mobility of Pakistani Girls on Mathematics and Science Related Higher Education Courses in Universities in Pakistan.” Canadian Journal of Science, Mathematics and Technology Education 15 (1): 51–68. https://doi.org/10.1080/14926156.2014.992556. ",themillenniumdevelopmentgoalsagendaconstraintsofcultureeconomyandempowermentininfluencingthesocialmobilityofpakistanigirlsonmathematicsandsciencerelatedhighereducationcoursesinuniversitiesinpakistan,Yes,Article,,,,
216,"Trees, Supply, Demand, and the Dwindling Supply of the Nigerian Rainforests","Falola, Toyin, and Matthew M. Heaton. A History of Nigeria. United Kingdom: Cambridge University Press, 2008",ahistoryofnigeria,Yes,Ebook,,,,
216,"Trees, Supply, Demand, and the Dwindling Supply of the Nigerian Rainforests","Hellerman, Pauline V. Things Fall Apart?: The Political Ecology of Forest Governance in Southern Nigeria. New York: Berghahn Books Inc. 2013",thingsfallapartthepoliticalecologyofforestgovernanceinsouthernnigeria,Yes,Ebook,,,,
216,"Trees, Supply, Demand, and the Dwindling Supply of the Nigerian Rainforests","Hellerman, Pauline, and Uyilawa Usuanlele. “The Owner of the Land: The Benin Obas and Colonial Forest Reservation in the Benin Division, Southern Nigeria” The Journal of African History 50 (2009): 223-46. https://www.jstor.org/stable/25622022",theownerofthelandthebeninobasandcolonialforestreservationinthebenindivisionsouthernnigeria,Yes,Article,,,,
216,"Trees, Supply, Demand, and the Dwindling Supply of the Nigerian Rainforests","Olugbade, Nathaniel, and Bola Ayeni. “Assessment of deforestation, biodiversity loss, and the associated factors: case study of Ijesa-Ekiti region of Southwestern Nigeria” GeoJournal 76 (2011): 229-43. https://www.jstor.org/stable/41148452",assessmentofdeforestationbiodiversitylossandtheassociatedfactorscasestudyofijesaekitiregionofsouthwesternnigeria,Yes,Article,,,,
218,Racial Tension,"Simon Hall, Peace and Freedom: the Civil Rights and Antiwar Movements in the 1960s (Philadelphia, PA: University of Pennsylvania Press, 2006), 48-175.",peaceandfreedomthecivilrightsandantiwarmovementsinthe1960s,Yes,Ebook,,,,
218,Racial Tension,"Kevin Lewis, ""The Limits of Racial Prejudice,"" Proceedings of the National Academy of Sciences of the United States of America 110 47 (2013): 18814-18819, JSTOR",thelimitsofracialprejudice,Yes,Article,,,,
218,Racial Tension,"Richard J Reid, A History of Modern Africa: 1800 to the Present (Malden, MA: Wiley-Blackwell, 2012), 17-75, 335-361.",ahistoryofmodernafrica1800tothepresent,Yes,Ebook,,,,
218,Racial Tension,"Bryan L Sykes, Alex R. Piquero, and Jason P. Gioviano. ""Adolescent Racial Discrimination and Parental Perceptions of Safety in American Neighborhoods and Schools,"" Sociological Forum 32 (2017): 952-74, JSTOR",adolescentracialdiscriminationandparentalperceptionsofsafetyinamericanneighborhoodsandschools,Yes,Article,,,,
220,Kashmir: The Consequence of Colonialism,"Belmekki, Belkacem. “Muslim Separatism in Post-Revolt India: A British Game of ‘Divide Et Impera’?” Oriene Moderno, Nuova Serie 94, no. 1 (2014). https://www.jstor.org/stable/44280740?seq=1. ",muslimseparatisminpostrevoltindiaabritishgameofdivideetimpera,Yes,Article,,,,
220,Kashmir: The Consequence of Colonialism,"Hingorani, Aman M. Unravelling the Kashmir Knot. New Delhi: SAGE Publications India Pvt Ltd, 2017. ",unravellingthekashmirknot,Yes,Ebook,,,,
220,Kashmir: The Consequence of Colonialism,"Khan, Yasmin. The Great Partition: The Making of India and Pakistan. New Haven: Yale University Press, 2017. ",thegreatpartitionthemakingofindiaandpakistan,Yes,Ebook,,,,
220,Kashmir: The Consequence of Colonialism,"Mishra, Sandip K. “The Colonial Origins of Territorial Disputes in South Asia.” The Journal of Territorial and Maritimes Studies 3, no. no. 1 (2016): 7. ",thecolonialoriginsofterritorialdisputesinsouthasia,Yes,Article,,,,
222,The Taboo on Tattoos in Japan,"Ashcraft, Brian, and Benny, Hori. Japanese Tattoos?: History, Culture, Design. Tokyo?; Rutland, Vermont?; Singapore: Tuttle Publishing, 2016.",japanesetattooshistoryculturedesign,Yes,Print book,,,,
222,The Taboo on Tattoos in Japan,"Lobell, Jarrett A., and Eric A. Powell. ""ANCIENT TATTOOS."" Archaeology 66, no. 6 (2013): 41-46. Accessed February 14, 2021.",ancienttattoos,Yes,Article,,,,
222,The Taboo on Tattoos in Japan,"Kaplan, David E., and Alec Dubro. 2003. Yakuza: Japan's criminal underworld. Berkeley: University of California Press.",yakuzajapanscriminalunderworld,Yes,Print Book,,,,
222,The Taboo on Tattoos in Japan,"Samel, Swapna. ""TATTOOING IN JAPAN: THROUGH THE AGES."" Proceedings of the Indian History Congress 65 (2004): 964-70. Accessed February 14, 2021. http://ntserver1.wsulibs.wsu.edu:2083/stable/44144805",tattooinginjapanthroughtheages,Yes,Article,,,,
224,The 1099 CE Siege of Jerusalem: A Lasting Impact,"Armstrong, Karen. Jerusalem: One City, Three Faiths. New York: Ballantine Books, 1997. Cartwright, Mark. ",jerusalemonecitythreefaiths,Yes,Print book,,,,
224,The 1099 CE Siege of Jerusalem: A Lasting Impact,"Cole, Penny J. “Christians, Muslims, and the ‘Liberation’ of the Holy Land.” The Catholic Historical Review 84, no. 1 (1998): 1-10.",christiansmuslimsandtheliberationoftheholyland,Yes,Article,,,,
224,The 1099 CE Siege of Jerusalem: A Lasting Impact,"Kostick, Conor. The Siege of Jerusalem: Crusade and Conquest in 1099. London, [England]; Bloomsbury Publishing Plc, 2011.",thesiegeofjerusalemcrusadeandconquestin1099,Yes,Print book,,,,
224,The 1099 CE Siege of Jerusalem: A Lasting Impact,"Mamdani, Mahmood. Good Muslim, Bad Muslim: America, the Cold War, and the Roots of Terror. New York: Pantheon Books, 2004.",goodmuslimbadmuslimamericathecoldwarandtherootsofterror,Yes,Print book,,,,
228,How Catholicism Shaped the French Revolution,Reign of terror. (n.d.). Retrieved from https://www.britannica.com/event/Reign-of-Terror ,reignofterror,Yes,Reference Entry,,,,
230,THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,"Spinney, Laura. Pale Rider?: the Spanish Flu of 1918 and How It Changed the World. First US trade paperback edition. New York: PublicAffairs, 2018. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71301439790001451",paleriderthespanishfluof1918andhowitchangedtheworld,Yes,Print Book,,,,
230,THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,"DICKE, TOM. ""Waiting for the Flu: Cognitive Inertia and the Spanish Influenza Pandemic of 1918– 19."" Journal of the History of Medicine and Allied Sciences 70, no. 2 (2015): 195-217. Accessed February 27, 2021. doi:10.2307/24631740",waitingfortheflucognitiveinertiaandthespanishinfluenzapandemicof191819,Yes,Article,,,,
230,THE SPANISH FLU –DEADLIEST PANDEMIC IN HISTORY,"Humphries, Mark Osborne. ""Paths of Infection: The First World War and the Origins of the 1918 Influenza Pandemic."" War in History 21, no. 1 (2014): 55-81. Accessed January 30, 2021. http://ntserver1.wsulibs.wsu.edu:2083/stable/26098366",pathsofinfectionthefirstworldwarandtheoriginsofthe1918influenzapandemic,Yes,Article,,,,
232,Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,"Scharping, Thomas. Birth Control in China, 1949-2000 : Population Policy and Demographic Development. London ; New York: Routledge, 2005. Holland/Terrell HQ766.5.C5 S33 2003 https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71103188770001451",birthcontrolinchina19492000populationpolicyanddemographicdevelopment,Yes,Print Book,,,,
232,Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,"Zhang, Junsen. ""The Evolution of China's One-Child Policy and Its Effects on Family Outcomes."" The Journal of Economic Perspectives 31, no. 1 (2017): 141-159. http://www.jstor.org/stable/44133954.",theevolutionofchinasonechildpolicyanditseffectsonfamilyoutcomes,Yes,Article,,,,
232,Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,"Greenhalgh, Susan. Just One Child : Science and Policy in Deng's China. Berkeley: University of California Press, 2008. Holland/Terrell HQ766.5.C6 G74 2008 https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71142250200001451",justonechildscienceandpolicyindengschina,Yes,Print book,,,,
232,Made in China: Early Birth Planning Efforts and the Creation of the One- Child Policy,"Wolf, Arthur P., and Theo Engelen. ""Fertility and Fertility Control in Pre-Revolutionary China."" The Journal of Interdisciplinary History 38, no. 3 (2008): 345-75.",fertilityandfertilitycontrolinprerevolutionarychina,Yes,Article,,,,
234,Cold War Roots of Contemporary Division,"Christophe, Barbara, Gautschi, Peter, and Thorp, Robert. The Cold War in the Classroom. Cham: Springer International Publishing AG, 2019.",thecoldwarintheclassroom,Yes,Ebook,,,,
234,Cold War Roots of Contemporary Division,"Cohen-Cole, Jamie Nace. The Open Mind?: Cold War Politics and the Sciences of Human Nature. London: The University of Chicago Press, 2014.",theopenmindcoldwarpoliticsandthesciencesofhumannature,Yes,Print Book,,,,
234,Cold War Roots of Contemporary Division,"Lightbody, Bradley. The Cold War. New York: Routledge, 1999.",thecoldwar,Yes,Ebook,,,,
234,Cold War Roots of Contemporary Division,"Maddox, Robert James. 1973. The New Left and the Origins of the Cold War. Princeton: Princeton University Press. Accessed February 13, 2021. ProQuest Ebook Central. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71343997680001451",thenewleftandtheoriginsofthecoldwar,Yes,Ebook,,,,
234,Cold War Roots of Contemporary Division,"Quester, George H. ""Origins of the Cold War: Some Clues from Public Opinion."" Political Science Quarterly 93, no. 4 (1978): 647-63. Accessed February 14, 2021. doi:10.2307/2150108.",originsofthecoldwarsomecluesfrompublicopinion,Yes,Article,,,,
236,The similarities with Covid-19 and the Spanish influenza are still live today,"Crosby, Alfred W. America's Forgotten Pandemic: The Influenza of 1918. Second edition. Cambridge: Cambridge University Press, 1989.  https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71189724560001451",americasforgottenpandemictheinfluenzaof1918,Yes,Ebook,,,,
236,The similarities with Covid-19 and the Spanish influenza are still live today,"Franchini, Antonia Francesca, Auxilia, Francesco, Galimberti, Paolo M, Piga, Maria Antonella, Castaldi, Silvana, and Porro, Alessandro. “COVID 19 and Spanish Flu Pandemics: All It Changes, Nothing Changes.” Acta Bio-Medica: Atenei Parmensis 91, no. 2 (2020): 245–50. https://doi.org/10.23750/abm.v91i2.9625.",covid19andspanishflupandemicsallitchangesnothingchanges,Yes,Article,,,,
236,The similarities with Covid-19 and the Spanish influenza are still live today,"Jarvis, Anne. ""Scientists on the Track of Spanish Flu... the Biggest Killer in History; Spanish Flu has Claimed More Lives than any Disease, War or Famine in History. so Many People Died that Trolley Cars were used to Haul their Coffins, which Piled Up in Cemeteries because the Grave Diggers Couldn't Keep Up. some People Thought the World was Ending; SPANISH FLU FACTS: [Final Edition]."" Edmonton Journal, Sep 27, 1998. https://ntserver1.wsulibs.wsu.edu:2152/newspapers/scientists-on-track-spanish-flu-biggest-killer/docview/252550064/se-2?accountid=14902.",scientistsonthetrackofspanishfluthebiggestkillerinhistory,Yes,Newspaper Article,,,,
236,The similarities with Covid-19 and the Spanish influenza are still live today,"Porras Gallo, M. Isabel, and Davis, Ryan A. The Spanish Influenza Pandemic of 1918-1919 : Perspectives from the Iberian Peninsula and the Americas. Rochester, NY: University of Rochester Press, 2014. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP51318148300001451",thespanishinfluenzapandemicof19181919perspectivesfromtheiberianpeninsulaandtheamericas,Yes,Ebook,,,,
236,The similarities with Covid-19 and the Spanish influenza are still live today,"Staub, Kaspar, and Floris, Joël. “Down Memory Lane: Unprecedented Strong Public and Scientific Interest in the “Spanish Flu” 1918/1919 During the COVID-19 Pandemic.” Influenza and Other Respiratory Viruses 15, no. 2 (2021): 318–19. https://doi.org/10.1111/irv.12806.",downmemorylaneunprecedentedstrongpublicandscientificinterestinthespanishflu19181919duringthecovid19pandemic,Yes,Article,,,,
240,Women Underpaid: Inequality Between Sexes When It Comes to Pay,"Miller, Claire Cain. 2014. Pay Gap Is Because of Gender, Not Jobs. April 23. Accessed April 29, 2021. https://www.nytimes.com/2014/04/24/upshot/the-pay-gap-is-because-of-gender-not-jobs.html",paygapisbecauseofgendernotjobs,Yes,Newspaper Article,,,,
240,Women Underpaid: Inequality Between Sexes When It Comes to Pay,"Ward-Griffin, Catherine, Judith Belle Brown, Anthony Vandervoot, Susan McNair and Ian Dashnay. 2005. ""Double-Duty Caregiving: Women in the Health Professions."" Canadian Journal on Aging/La Revue du Vieillissment. https://ntserver1.wsulibs.wsu.edu:2522/article/194304.",doubledutycaregivingwomeninthehealthprofessions,Yes,Article,,,,
240,Women Underpaid: Inequality Between Sexes When It Comes to Pay,"Zorn, Jenny. 2007. ""It's Women's Work."" Yearbook of the Association of Pacific Coast Geographers Volume 69 15. http://doi.org/10.1353/pcg.2007.0018",itswomenswork,Yes,Article,,,,
242,Nuclear Energy: The Bridge to Worldwide Renewable Energy,"Bowles, Mark D. Science in Flux : NASA's Nuclear Program at Plum Brook Station, 1955-2005. NASA History Division. Office of External Relations. 2006. xxii, 50, 59. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71134148670001451",scienceinfluxnasasnuclearprogramatplumbrookstation19552005,Yes,Ebook,,,,
242,Nuclear Energy: The Bridge to Worldwide Renewable Energy,"“3D-printed nuclear reactor promises faster, more economical path to nuclear energy.” Oak Ridge National Laboratory. U.S. Department of Energy; Office of Science. Last Modified May 11, 2020. Accessed April 22, 2021. https://www.ornl.gov/news/3d-printed-nuclear-reactor-promises-faster-more-economical-path-nuclear-energy",3dprintednuclearreactorpromisesfastermoreeconomicalpathtonuclearenergy,Yes,Newspaper Article,Metadata record but not full-text,,,
242,Nuclear Energy: The Bridge to Worldwide Renewable Energy,"Ferguson, Charles D. Nuclear Energy: What Everyone Needs to Know. New York. Oxford University Press. 2011. 7, 11, 15. https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_proquest_ebookcentral_EBC689292",nuclearenergywhateveryoneneedstoknow,Yes,Ebook,,,,
242,Nuclear Energy: The Bridge to Worldwide Renewable Energy,"Gopinath, D. V. ""Radiation Effects, Nuclear Energy and Comparative Risks."" Current Science Vol. 93, no. 9. (2007). 1231, 1247. http://www.jstor.org/stable/24099505",radiationeffectsnuclearenergyandcomparativerisks,Yes,Article,,,,
244,The Historical Roots of the Contemporary Climate Crisis,"Hempstead, Colin., and Worthington, William E. Encyclopedia of 20th-Century Technology. Vol. 2, M-Z, Index. New York: Routledge, 2005. Pp. xv-xix",encyclopediaof20thcenturytechnology,Yes,Print Book,,,,
244,The Historical Roots of the Contemporary Climate Crisis,"Rant, Lindsey, “The Case for Fewer People: the NPG Forum Papers.”. Seven Locks Press, 2006. P. 2-3",thecaseforfewerpeoplethenpgforumpapers,Yes,Print Book,,,,
244,The Historical Roots of the Contemporary Climate Crisis,"Song, Dan, and Chen, Bin. “Extended Exergy Accounting For Energy Consumption and CO2 Emissions of Cement Industry—A Basic Framework.” Energy Procedia 88 (2016): 305–8. https://doi.org/10.1016/j.egypro.2016.06.145.",extendedexergyaccountingforenergyconsumptionandco2emissionsofcementindustryabasicframework,Yes,Article,,,,
248,Cellophane: The Transparent Environmental Attacker,"John B. Colton, Jr., Frederick D. Knapp and Bruce R. Burns. “Plastic Particles in Surface Waters of the Northwestern Atlantic.” American Association for the Advancement of Science, 1974. https://www.jstor.org/stable/1738284 ",plasticparticlesinsurfacewatersofthenorthwesternatlantic,Yes,Article,,,,
248,Cellophane: The Transparent Environmental Attacker,"Schildgen, Bob. “Is Cellophane Better Than Plastic?” Sierra Club, The National Magazine of Sierra, 25 Apr. 2018. www.sierraclub.org/sierra/2017-6-november-december/ask-mr-green/cellophane-better-plastic",iscellophanebetterthanplastic,Yes,Article,,,,
248,Cellophane: The Transparent Environmental Attacker,"Marie Y. Azzarello and Edward S. Van Vleet. “Marine Ecology Progress Series.” Inter-Research Science Center, 1987. https://www.jstor.org/stable/24824704 ",marineecologyprogressseries,Yes,Article,,,,
252,Central America gets hit with the Greatest Natural Disasters,"“Hazards from Earthquakes | SpringerLink,” accessed April 10, 2021, https://link.springer.com/chapter/10.1007%2F978-3-642-86820-7_1, 1.",hazardsfromearthquakesingeologicalhazards,Yes,Print Book,,,,
252,Central America gets hit with the Greatest Natural Disasters,"“Hazards from Volcanoes | SpringerLink,” accessed April 10, 2021, https://link.springer.com/chapter/10.1007/978-3-642-86820-7_2, 63.",hazardsfromvolcanoesingeologicalhazards,Yes,Print Book,,,,
252,Central America gets hit with the Greatest Natural Disasters,"“Hazards from Tsunamis | SpringerLink,” accessed April 10, 2021, https://link.springer.com/chapter/10.1007/978-3-642-86820-7_3, 132.",hazardsfromtsunamisingeologicalhazards,Yes,Print Book,,,,
252,Central America gets hit with the Greatest Natural Disasters,"Bruce, James P. ""Natural Disaster Reduction and Global Change."" Bulletin of the American Meteorological Society 75, no. 10 (1994): 1831-835. Accessed April 10, 2021. http://www.jstor.org/stable/26231430.",naturaldisasterreductionandglobalchange,Yes,Article,,,,
252,Central America gets hit with the Greatest Natural Disasters,"Morgenthau, Hans. ""A Political Theory of Foreign Aid."" The American Political Science Review 56, no. 2 (1962): 301-09. Accessed April 10, 2021. doi:10.2307/1952366, 301.",apoliticaltheoryofforeignaid,Yes,Article,,,,
254,Historical Roots of The Climate Crisis,"Barca, Stefania. “Energy, Property, and the Industrial Revolution Narrative.” Ecological Economics 70, no. 7 (2011): 1309–15.",energypropertyandtheindustrialrevolutionnarrative,Yes,Article,,,,
254,Historical Roots of The Climate Crisis,"Cherry, Lynne. A River Ran Wild : an Environmental History. First edition. San Diego: Harcourt Brace Jovanovich, 1992.",ariverranwildanenvironmentalhistory,Yes,Print Book,,,,
254,Historical Roots of The Climate Crisis,"Platt, Harold L. Shock Cities : the Environmental Transformation and Reform of Manchester and Chicago. Chicago: The University of Chicago Press, 2005.",shockcitiestheenvironmentaltransformationandreformofmanchesterandchicago,Yes,Print Book,,,,
254,Historical Roots of The Climate Crisis,"Thirteenth Census of the United States, Vol. XI, Mines and Quarries, 1913, Table 4, p. 187",thirteenthcensusoftheunitedstates,Yes,Ebook,,,,
254,Historical Roots of The Climate Crisis,"Yesudian, Aaron N., and Richard J. Dawson. “Global Analysis of Sea Level Rise Risk to Airports.” Climate Risk Management. Elsevier, December 31, 2020. https://www.sciencedirect.com/science/article/pii/S2212096320300565?via%3Dihub.",globalanalysisofsealevelriserisktoairports,Yes,Article,,,,
256,Nigerian Oil: Ecological Damages and Political Intervention,"Falola, Toyin., and Adam Paddock, eds. Environment and Economics in Nigeria. New York: Routledge, 2011. ProQuest Ebook Central.",environmentandeconomicsinnigeria,Yes,Ebook,,,,
256,Nigerian Oil: Ecological Damages and Political Intervention,"Ndimele, Prince Emeka. The Political Ecology of Oil and Gas Activities in the Nigerian Aquatic Ecosystem. San Diego: Elsevier Science & Technology, 2017. ProQuest Ebook Central.",thepoliticalecologyofoilandgasactivitiesinthenigerianaquaticecosystem,Yes,Ebook,,,,
256,Nigerian Oil: Ecological Damages and Political Intervention,"Uche, Chibuike. ""Oil, British Interests and the Nigerian Civil War."" The Journal of African History 49, no. 1 (2008): 111-35. JSTOR.",oilbritishinterestsandthenigeriancivilwar,Yes,Article,,,,
258,The Opium Wars and The Rise of China,"Gray, Jack. Rebellions and Revolutions China from the 1880s to 2000. 2nd ed. Oxford University Press, 2003.",rebellionsandrevolutionschinafromthe1880sto2000,Yes,Ebook,,,,
258,The Opium Wars and The Rise of China,"Horowitz, Richard S. ""International Law and State Transformation in China, Siam, and the Ottoman Empire during the Nineteenth Century."" Journal of World History 15, no. 4 (2004): 445-86. Accessed February 19, 2021. http://www.jstor.org/stable/20079291.",internationallawandstatetransformationinchinasiamandtheottomanempireduringthenineteenthcentury,Yes,Article,,,,
258,The Opium Wars and The Rise of China,"Irigoin, Alejandra. ""The End of a Silver Era: The Consequences of the Breakdown of the Spanish Peso Standard in China and the United States, 1780s-1850s."" Journal of World History 20, no. 2 (2009): 207-43. http://www.jstor.org/stable/40542758.",theendofasilvereratheconsequencesofthebreakdownofthespanishpesostandardinchinaandtheunitedstates1780s1850s,Yes,Article,,,,
258,The Opium Wars and The Rise of China,"Merwin, Samuel. Drugging a Nation, the Story of China and the Opium Curse a Personal Investigation, During an Extended Tour, of the Present Conditions of the Opium Trade in China and Its Effects Upon the Nation. New York (State): F.H. Revell, 1908.",drugginganationthestoryofchinaandtheopiumcurseapersonalinvestigationduringanextendedtourofthepresentconditionsoftheopiumtradeinchinaanditseffectsuponthenation,Yes,Ebook,,,,
258,The Opium Wars and The Rise of China,"Rossabi, Morris. A History of China. Chichester, West Sussex; Malden, MA: Wiley Blackwell, 2014.",ahistoryofchina,Yes,Ebook,,,,
258,The Opium Wars and The Rise of China,"Waley, Arthur. The Opium War through Chinese Eyes. London: Routledge, 2005. First published 1958 by George Allen & Unwin LTD.",theopiumwarthroughchineseeyes,Yes,Ebook,,,,
262,Maintaining Food Security,"“Read ‘Food Insecurity and Hunger in the United States: An Assessment of the Measure’ at NAP.edu.” National Academies Press: Open Book. Accessed April 24, 2021. https://www.nap.edu/read/11578/chapter/4",foodinsecurityandhungerintheunitedstatesanassessmentofthemeasure,Yes,Ebook,,,,
262,Maintaining Food Security,"“Read ‘Food Insecurity and Hunger in the United States: An Assessment of the Measure’ at NAP.edu.” National Academies Press: Open Book. Accessed April 24, 2021. https://www.nap.edu/read/11578/chapter/4",foodinsecurityandhungerintheunitedstatesanassessmentofthemeasure,Yes,Ebook,,,,
262,Maintaining Food Security,"Wilkinson, John. “Food Security and the Global Agrifood System: Ethical Issues in Historical and Sociological Perspective.” Global Food Security. Elsevier, December 31, 2015. https://www.sciencedirect.com/science/article/pii/S2211912415300201",foodsecurityandtheglobalagrifoodsystemethicalissuesinhistoricalandsociologicalperspective,Yes,Article,,,,
264,Roots of Health Issues in The English Bulldog,"Ash, Edward, This Doggie Business. London: Hutchinson & Co., 1934. Quoted in Brandow, Michael. A Matter of Breeding.",amatterofbreedingabitinghistoryofpedigreedogsandhowthequestforstatushasharmedmansbestfriend,Yes,Print Book,,,,
264,Roots of Health Issues in The English Bulldog,"Brandow, Michael. A Matter of Breeding?: a Biting History of Pedigree Dogs and How the Quest for Status Has Harmed Man's Best Friend. Boston: Beacon Press, 2015. Ebook located on FVRL website: http://www.fvrl.org/",amatterofbreedingabitinghistoryofpedigreedogsandhowthequestforstatushasharmedmansbestfriend,Yes,Print Book,,,,
